R000237/S002950/P025075	بر اساس یک گزارش پزشکی تعداد بیماران ایدز در هند هر چهارده ماه دو برابر می‌شود	B A R | AH A S AA S E | Y E K | G O Z AA R E SH E | P E Z E SH K I | T E AH D AA D E | B I M AA R AA N E | AH E Y D Z | D A R | H E N D | H A R | CH AA H AA R D A H | M AA H | D O | B A R AA B A R | M I SH A V A D	SIL | B A R | AH A S AA S E | Y E K | G O Z AA R E SH E | P E Z E SH K I | T E AH D AA D E | B I M AA R AA N | AH E Y D Z | SIL | D A R | H E N D | H A R | CH AA H AA R D A H | M AA H | SIL | D O | B A R AA B A R | SIL | M I SH A V A D
R000547/S008500/P096182	آنگاه به نجف اشرف رفت از محضر آیت‌الله عراقی کمپانی و خویی استفاده کرد و در فلسفه و حکمت استاد شد	AH AA N G AA H | B E | N A J A F E | AH A SH R A F | R A F T | AH A Z | M A H Z A R E | AH AA Y A T O L L AA H | AH A R AA Q I | K O M P AA N I | V A | KH U Y I | AH E S T E F AA D E | K A R D | V A | D A R | F A L S A F E | V A | H E K M A T | AH O S T AA D | SH O D	SIL | AH AA N G AA H | B E | N A J A F E | AH A SH R A F | R A F T | AH A Z | M A H Z A R E | AH AA Y A T O L L AA H | AH A R AA Q I | K O M P AA N I | V A | KH U Y I | AH E S T E F AA D E | K A R D | V A | D A R | F A L S A F E | V SIL | H E K M A T | AH O S T AA D | SH O D
R000547/S008500/P096183	نقش‌های خاص او تأثیری از شکل‌های قدیمی سنتی و واکنشی به این پدیده‌هاست	N A Q SH H AA Y E | KH AA S S E | AH U | T A AH S I R I | AH A Z | SH E K L H AA Y E | Q A D I M I | S O N N A T I | V A | V AA K O N E SH I | B E | AH I N | P A D I D E H AA S T	SIL | N A Q SH H AA Y E | KH AA S S E | AH U | T A AH S I R I | AH A Z | SH E K L H AA Y E | Q A D I M I | S O N N A T I | V AA V | V AA K O N E SH I | B E | AH I N | P A D I D E H AA S T
R000547/S008500/P096186	او عکس‌هایی از مردم مناظر معماری و اشیای سراسر ایران گرفت	AH U | AH A K S H AA Y I | AH A Z | M A R D O M | M A N AA Z E R | M E AH M AA R I | V A | AH A SH Y AA Y E | S A R AA S A R E | AH I R AA N | G E R E F T	SIL | AH U | AH A K S H AA Y I | AH A Z | M A R D O M | M A N AA Z E R | M E AH M AA R I | V A | AH A SH Y AA Y E | S A R AA S A R E | AH I R AA N | G E R E F T
R000576/S008820/P098739	مقامات صهیونیست تأکید کرده‌اند که در صورت راهیابی حزب آزادی به دولت اتریش روابط خود با این کشور را قطع خواهند کرد	M A Q AA M AA T E | S E H Y O N I S T | T A AH K I D | K A R D E AH A N D | K E | D A R | S U R A T E | R AA H Y AA B I Y E | H E Z B E | AH AA Z AA D I | B E | D O L A T E | AH O T R I SH | R A V AA B E T E | KH O D | B AA | AH I N | K E SH V A R | R AA | Q A T AH | KH AA H A N D | K A R D	SIL | M A Q AA M AA T E | S A H Y U N I S T | T A AH K I D | K A R D E AH A N D | K E | D A R | S U R A T E | R AA H Y AA B I Y E | H E Z B E | AH AA Z AA D I | B E | D O L A T | AH O T R I SH | SIL | R A V AA B E T E | KH O D | B AA | AH I N | K E SH V A R | R AA | Q A T AH | SIL | KH AA H A N D | K A R D | SIL
R000576/S008820/P098740	اگر فایده کار ذهنی کم باشد باید در کیفیت برنامه‌ریزی خودمان تردید کنیم	AH A G A R | F AA Y E D E Y E | K AA R E | Z E H N I | K A M | B AA SH A D | B AA Y A D | D A R | K E Y F I Y Y A T E | B A R N AA M E R I Z I Y E | KH O D E M AA N | T A R D I D | K O N I M	SIL | AH A G A R | F AA Y E D E Y E | K AA R E | Z E H N I | K A M | B AA SH A D | B AA Y A D | D A R | K E Y F I Y Y A T E | B A R N AA M E R I Z I | KH O D E M AA N | T A R D I D | K O N I M | SIL
R000576/S008820/P098741	در آن موقعیت سخت امکان فعالیت‌ها و تحقیقات جدی برای او وجود نداشت	D A R | AH AA N | M O Q E AH I Y Y A T E | S A KH T | AH E M K AA N E | F A AH AH AA L I Y Y A T H AA | V A | T A H Q I Q AA T E | J E D D I | B A R AA Y E | AH U | V O J U D | N A D AA SH T	SIL | D A R | AH AA N | M O Q E AH I Y Y A T E | S A KH T | AH E M K AA N E | F A AH AH AA L I Y Y A T H AA | V A | T A H Q I Q AA T E | J E D D I | B A R AA Y E | AH U | V O J U D | N A D AA SH T | SIL
R000576/S008820/P098742	در همین حال دادگاه نظامی رژیم صهیونیستی شماری از جوانان سوری از اهالی منطقه اشغالی جولان را به اتهام مقاومت در برابر اشغالگران به زندان محکوم کرد	D A R | H A M I N | H AA L | D AA D G AA H E | N E Z AA M I Y E | R E ZH I M E | S E H Y O N I S T I | SH O M AA R I | AH A Z | J A V AA N AA N E | S U R I | AH A Z | AH A H AA L I Y E | M A N T A Q E Y E | AH E SH Q AA L I Y E | J O L AA N | R AA | B E | AH E T T E H AA M E | M O Q AA V E M A T | D A R | B A R AA B A R E | AH E SH Q AA L G A R AA N | B E | Z E N D AA N | M A H K U M | K A R D	SIL | D A R | H A M I N | H AA L | D AA D G AA H E | N E Z AA M I Y E | R E ZH I M E | S A H Y U N I S T I | SH O M AA R I | AH A Z | J A V AA N AA N E | S U R I | AH A Z | AH A H AA L I Y E | M A N T A Q E Y E | AH E SH Q AA L I | J O L AA N | R AA | SIL | B E | AH E T T E H AA M E | M O Q AA V E M A T | D A R | B A R AA B A R | AH E SH Q AA L G A R AA N | SIL | B E | Z E N D AA N | M A H K U M | K A R D | SIL
R000576/S008820/P098743	این مواد را در یک مزرعه جاسازی کرده بودند	AH I N | M A V AA D D | R AA | D A R | Y E K | M A Z R A AH E | J AA S AA Z I | K A R D E | B U D A N D	SIL | AH I N | M A V AA D | R AA | D A R | Y E K | M A Z R A AH E | SIL | J AA S AA Z I | K A R D E | B U D A N D | SIL
R000576/S008820/P098744	یکی از آن حرف‌های حسابی و به‌یادماندنی مصاحبه آقای بنیانیان رئیس سازمان نوسازی و مدارس وقت بود که با عنوان دبستان دوست‌داشتنی در اولین سال انتشار مجله چاپ شد	Y E K I | AH A Z | AH AA N | H A R F H AA Y E | H E S AA B I | V A | B E Y AA D M AA N D A N I | M O S AA H E B E Y E | AH AA Q AA Y E | B O N Y AA N I Y AA N | R A AH I S E | S AA Z M AA N E | N O S AA Z I | V A | M A D AA R E S E | V A Q T | B U D | K E | B AA | AH O N V AA N E | D A B E S T AA N E | D U S T D AA SH T A N I | D A R | AH A V V A L I N | S AA L E | AH E N T E SH AA R E | M A J A L L E | CH AA P P | SH O D	SIL | Y E K I | AH A Z | AH AA N | H A R F H AA Y E | H E S AA B I | AH O | B E Y AA D M AA N D A N I | M O S AA H E B E Y E | AH AA Q AA Y E | B O N Y AA N I Y AA N | SIL | R A AH I S E | S AA Z M AA N | N O S AA Z I | V A | M A D AA R E S E | V A Q T | B U D | K E | B AA | AH O N V AA N E | D A B E S T AA N E | D U S T D AA SH T A N I | D A R | AH A V V A L I N | S AA L E | AH E N T E SH AA R E | M A J A L L E | CH AA P | SH O D | SIL
R000576/S008820/P098745	برنامه‌های تلویزیونی که اهداف تجاری را دنبال می‌کردند کدبانوی خانه را که عملاً مسئول خرید هم بود هدف قرار دادند	B A R N AA M E H AA Y E | T E L E V I Z I Y O N I | K E | AH A H D AA F E | T E J AA R I | R AA | D O N B AA L | M I K A R D A N D | K A D B AA N U Y E | KH AA N E | R AA | K E | AH A M A L A N | M A S AH U L E | KH A R I D | H A M | B U D | H A D A F | Q A R AA R | D AA D A N D	SIL | B A R N AA M E H AA Y E | T E L E V I Z Y O N I | K E | AH A H D AA F E | T E J AA R I | R AA | D O M B AA L | M I K A R D A N D | K A D B AA N U Y E | KH AA N E | R AA | K E | AH A M A L A N | M A S AH U L E | KH A R I D | H A M | B U D | SIL | H A D A F | Q A R AA R | D AA D A N D | SIL
R000576/S008820/P098746	نتایج رسمی این انتخابات هنوز اعلام نشده است و سازمان امنیت و همکاری اروپا که انتخابات را سازمان داده گفته است که نتایج اولیه اواخر وقت امروز دوشنبه اعلام خواهد شد	N A T AA Y E J E | R A S M I Y E | AH I N | AH E N T E KH AA B AA T | H A N U Z | AH E AH L AA M | N A SH O D E | AH A S T | V A | S AA Z M AA N E | AH A M N I Y Y A T | V A | H A M K AA R I Y E | AH O R U P P AA | K E | AH E N T E KH AA B AA T | R AA | S AA Z M AA N | D AA D E | G O F T E | AH A S T | K E | N A T AA Y E J E | AH A V V A L I Y Y E | AH A V AA KH E R E | V A Q T E | AH E M R U Z | D O SH A N B E | AH E AH L AA M | KH AA H A D | SH O D	SIL | N A T AA Y E J E | R A S M I | AH I N | AH E N T E KH AA B AA T | H A N U Z | AH E AH L AA M | N A SH O D E | AH A S T | V A | S AA Z M AA N E | AH A M N I Y Y A T | V A | H A M K AA R I | AH O R U P AA | SIL | K E | AH E N T E KH AA B AA T | R AA | S AA Z M AA N | D AA D E | G O F T E | AH A S T | K E | N A T AA Y E J E | AH A V V A L I Y Y E | SIL | AH A V AA KH E R E | V A Q T E | AH E M R U Z | D O SH A N B E | AH E AH L AA M | KH AA H A D | SH O D | SIL
R000576/S008821/P098747	آنها بر کارم اثری قطعی می‌گذارند	AH AA N H AA | B A R | K AA R A M | AH A S A R I | Q A T AH I | M I G O Z AA R A N D	SIL | AH AA N H AA | B A R | K AA R A M | AH A S A R I | Q A T AH I | M I G O Z AA R A N D | SIL
R000576/S008821/P098748	شیفته وطن و دلداده ایران‌زمین بود	SH I F T E Y E | V A T A N | V A | D E L D AA D E Y E | AH I R AA N Z A M I N | B U D	SIL | SH I F T E Y E | V A T A N | V A | D E L D AA D E | AH I R AA N Z A M I N | B U D | SIL
R000576/S008821/P098749	این دولت سپس به دو امپراتوری شرقی یا بیزانس و امپراتوری غربی تجزیه شد	AH I N | D O L A T | S E P A S | B E | D O | AH E M P E R AA T U R I Y E | SH A R Q I | Y AA | B I Z AA N S | V A | AH E M P E R AA T U R I Y E | Q A R B I | T A J Z I Y E | SH O D	SIL | AH I N | D O L A T | S E P A S | B E | D O | AH E M P E R AA T U R I Y E | SH A R Q I | Y AA | B I Z AA N S | V A | AH E M P E R AA T U R I | Q A R B I | T A J Z I Y E | SH O D | SIL
R000576/S008821/P098750	در این مراسم نزدیک به دو میلیون دلار خرج شده است	D A R | AH I N | M A R AA S E M | N A Z D I K | B E | D O | M I L Y U N | D O L AA R | KH A R J | SH O D E | AH A S T	SIL | D A R | AH I N | M A R AA S E M | N A Z D I K | B E H | SIL | D O | M I L Y U N | D O L AA R | KH A R J | SH O D E | AH A S T | SIL
R000576/S008821/P098751	انتظاری که امام از بسیج داشت آمادگی و حضور دایمی بود زیرا بسیج پشتوانه اصلی انقلاب است	AH E N T E Z AA R I | K E | AH E M AA M | AH A Z | B A S I J | D AA SH T | AH AA M AA D E G I | V A | H O Z U R E | D AA Y E M I | B U D | Z I R AA | B A S I J | P O SH T V AA N E Y E | AH A S L I Y E | AH E N Q E L AA B | AH A S T	SIL | AH E N T E Z AA R I | K E | SIL | AH E M AA M | AH A Z | B A S I J | D AA SH T | SIL | AH AA M AA D E G I | V A | H O Z U R E | D AA Y E M I | B U D | SIL | Z I R AA | B A S I J | SIL | P O SH T V AA N E Y E | AH A S L I | AH E N Q E L AA B | AH A S T | SIL
R000576/S008821/P098752	دو بازیکن یادشده در دیدار برابر تیم پرتغال آسیب دیدند	D O | B AA Z I K O N E | Y AA D SH O D E | D A R | D I D AA R | B A R AA B A R E | T I M E | P O R T E Q AA L | AH AA S I B | D I D A N D	SIL | D O | B AA Z I K O N E | Y AA D SH O D E | D A R | D I D AA R | B A R AA B A R E | T I M E | P O R T E Q AA L | AH AA S I B | D I D A N D | SIL
R000576/S008821/P098753	هرچه بیشتر ترکیه به اروپا ملحق شود فضای موجود بهبود یافته و حل مشکلات آسان‌تر خواهد بود	H A R CH E | B I SH T A R | T O R K I Y E | B E | AH O R U P P AA | M O L H A Q | SH A V A D | F A Z AA Y E | M O J U D | B E H B U D | Y AA F T E | V A | H A L L E | M O SH K E L AA T | AH AA S AA N T A R | KH AA H A D | B U D	SIL | H A R CH E | B I SH T A R | SIL | T O R K I Y Y E | B E | AH O R U P AA | M O L H A Q | SH A V A D | F A Z AA Y E | M O J U D | B E H B U D | Y AA F T E | V A | H A L L E | M O SH K E L AA T | AH AA S AA N T A R | KH AA H A D | B U D | SIL
R000576/S008821/P098754	سه خواهر کوچک‌تر داشت که باید اداره می‌شدند	S E | KH AA H A R E | K U CH A K T A R | D AA SH T | K E | B AA Y A D | AH E D AA R E | M I SH O D A N D	SIL | S E | KH AA H A R E | K U CH A K T A R | D AA SH T | K E | B AA Y A D | AH E D AA R E | M I SH O D A N D | SIL
R000576/S008822/P098755	اگر دولت به این ترتیب با مسائل روبه‌رو شود مشکلات ما در کشور حل نخواهد شد	AH A G A R | D O L A T | B E | AH I N | T A R T I B | B AA | M A S AA AH E L | R U B E R U | SH A V A D | M O SH K E L AA T E | M AA | D A R | K E SH V A R | H A L L | N A KH AA H A D | SH O D	SIL | AH A G A R | D O L A T | B E | AH I N | T A R T I B | B AA | M A S AA AH E L | R U B E R U | SH A V A D | M O SH K E L AA T E | M AA | D A R | K E SH V A R | H A L L | N A KH AA H A D | SH O D | SIL
R000576/S008822/P098756	خبرگزاری کویت دیروز به نقل از شیخ صباح افزود که مذاکرات رسمی سه‌جانبه در ماه آینده میلادی برگزار می‌شود	KH A B A R G O Z AA R I Y E | K O V E Y T | D I R U Z | B E | N A Q L | AH A Z | SH E Y KH | S A B AA H | AH A F Z U D | K E | M O Z AA K E R AA T E | R A S M I Y E | S E J AA N E B E | D A R | M AA H E | AH AA Y A N D E Y E | M I L AA D I | B A R G O Z AA R | M I SH A V A D	SIL | KH A B A R G O Z AA R I Y E | K O V E Y T | D I R U Z | B E | N A Q L | AH A Z | SH E Y KH | S A B AA H | AH A F Z U D | K E | M O Z AA K E R AA T E | R A S M I | S E J AA N E B E | SIL | D A R | M AA H E | AH AA Y A N D E Y E | M I L AA D I | B A R G O Z AA R | M I SH A V A D | SIL
R000576/S008822/P098757	این نکته آشکار می‌سازد که ما در قرن سوم و چهارم دانشمندان ورزیده و زبردستی داشتیم که توانستند اندیشه‌های یونانی و احیاناً هندی و ایران باستان را ترجمه کنند	AH I N | N O K T E | AH AA SH K AA R | M I S AA Z A D | K E | M AA | D A R | Q A R N E | S E V V O M | V A | CH AA H AA R O M | D AA N E SH M A N D AA N E | V A R Z I D E | V A | Z E B A R D A S T I | D AA SH T I M | K E | T A V AA N E S T A N D | AH A N D I SH E H AA Y E | Y U N AA N I | V A | AH E H Y AA N A N | H E N D I | V A | AH I R AA N E | B AA S T AA N | R AA | T A R J O M E | K O N A N D	SIL | AH I N | N O K T E | AH AA SH K AA R | M I S AA Z A D | K E | M AA | D A R | Q A R N E | S E V V O M | V A | CH AA H AA R O M | D AA N E SH M A N D AA N E | V A R Z I D E | V A | Z E B A R D A S T I | D AA SH T I M | K E | T A V AA N E S T A N D | SIL | AH A N D I SH E H AA Y E | Y U N AA N I | V A | AH E H Y AA N A N | H E N D I | V A | SIL | AH I R AA N E | B AA S T AA N | R AA | T A R J O M E | K O N A N D | SIL
R000576/S008822/P098758	با توجه به این که حاکم محکوم برنامه‌های خویش است نمی‌تواند به ملاحظه خواسته‌های نادرست مردم از اصول دست بردارد	B AA | T A V A J J O H | B E | AH I N | K E | H AA K E M | M A H K U M E | B A R N AA M E H AA Y E | KH I SH | AH A S T | N E M I T A V AA N A D | B E | M O L AA H E Z E Y E | KH AA S T E H AA Y E | N AA D O R O S T E | M A R D O M | AH A Z | AH O S U L | D A S T | B A R D AA R A D	SIL | B AA | T A V A J J O H | B E | AH I N | K E | H AA K E M | M A H K U M E | B A R N AA M E H AA Y E | KH I SH | AH A S T | N E M I T A V AA N A D | B E | M O L AA H E Z E Y E | KH AA S T E H AA Y E | N AA D O R O S T E | M A R D O M | SIL | AH A Z | AH O S U L | D A S T | B A R D AA R A D | SIL
R000576/S008822/P098759	آن‌ها اعتقاد داشتند هرچه تن قوی‌تر شود روح ضعیف‌تر خواهد شد	AH AA N H AA | AH E AH T E Q AA D | D AA SH T A N D | H A R CH E | T A N | Q A V I T A R | SH A V A D | R U H | Z A AH I F T A R | KH AA H A D | SH O D	SIL | AH AA N H AA | AH E AH T E Q AA D | D AA SH T A N D | H A R CH E | T A N | Q A V I T A R | SH A V A D | R U H | SIL | Z A AH I F T A R | KH AA H A D | SH O D | SIL
R000576/S008822/P098760	تهیه متن پیش‌نویس مرحله پایانی ثبت و ضبط روایات تفسیری سعید را شکل می‌دهد	T A H I Y Y E Y E | M A T N | P I SH N E V I S | M A R H A L E Y E | P AA Y AA N I Y E | S A B T | V A | Z A B T E | R E V AA Y AA T E | T A F S I R I Y E | S A AH I D | R AA | SH E K L | M I D A H A D	SIL | T A H I Y Y E | M A T N E | P I SH N E V I S | M A R H A L E Y E | P AA Y AA N I Y E | S A B T | V A | Z A B T E | R E V AA Y AA T E | T A F S I R I Y E | S A AH I D | R AA | SH E K L | M I D A H A D | SIL
R000576/S008822/P098761	حتی در سلول هم درخواست کردم با مأمور در دادگاه شرکت کنم و گفت‌وگوها را بشنوم که قبول نکردند و الان حتی نمی‌دانم که از چه کسانی باید درخواست تجدید نظر کنم	H A T T AA | D A R | S E L L U L | H A M | D A R KH AA S T | K A R D A M | B AA | M A AH M U R | D A R | D AA D G AA H | SH E R K A T | K O N A M | V A | G O F T O G U H AA | R AA | B E SH N A V A M | K E | Q A B U L | N A K A R D A N D | V A | AH A L AH AA N | H A T T AA | N E M I D AA N A M | K E | AH A Z | CH E | K A S AA N I | B AA Y A D | D A R KH AA S T E | T A J D I D E | N A Z A R | K O N A M	SIL | H A T T AA | D A R | S E L L U L | H A M | D A R KH AA S T | SIL | K A R D A M | B AA | M A AH M U R | D A R | D AA D G AA H | SH E R K A T | K O N A M | V A | G O F T O G U H AA | R AA | B E SH N A V A M | K E | Q A B U L | N A K A R D A N D | SIL | V A | AH A L AH AA N | SIL | H A T T AA | N E M I D AA N A M | K E | AH A Z | CH E | K A S AA N I | B AA Y A D | D A R KH AA S T E | T A J D I D E | N A Z A R | K O N A M | SIL
R000576/S008822/P098762	در هر صورت امکان‌پذیر بودن ایجاد تعدیلهای موجه نباید خدشه‌ای بر اساس جهان‌شمول بودن هنجارهای حقوق بشری وارد سازد	D A R | H A R | S U R A T | AH E M K AA N P A Z I R | B U D A N E | AH I J AA D E | T A AH D I L H AA Y E | M O V A J J A H | N A B AA Y A D | KH A D SH E AH I | B A R | AH A S AA S E | J A H AA N SH O M U L | B U D A N E | H A N J AA R H AA Y E | H O Q U Q E | B A SH A R I | V AA R E D | S AA Z A D	SIL | D A R | H A R | S U R A T | AH E M K AA N P A Z I R | B U D A N E | AH I J AA D E | T A AH D I L H AA Y E | M O V A J J A H | N A B AA Y A D | KH A D SH E AH I | B A R | AH A S AA S E | J A H AA N SH O M U L | B U D A N E | H A N J AA R H AA Y E | H O Q U Q E | B A SH A R I | V AA R E D | S AA Z A D | SIL
R000576/S008823/P098763	قرار است چند دیدار تدارکاتی داخلی با تیم‌هایی همچون پیروزی صنام و بازیافت انجام گیرد	Q A R AA R | AH A S T | CH A N D | D I D AA R E | T A D AA R O K AA T I Y E | D AA KH E L I | B AA | T I M H AA Y I | H A M CH O N | P I R U Z I | S A N AA M | V A | B AA Z Y AA F T | AH A N J AA M | G I R A D	SIL | Q A R AA R | AH A S T | CH A N D | D I D AA R E | T A D AA R O K AA T I Y E | D AA KH E L I | B AA | T I M H AA Y I | H A M CH O N | P I R U Z I | SIL | S A N AA M | V AA V | B AA Z Y AA F T | AH A N J AA M | G I R A D | SIL
